,algoritmo,h,season,identificador.do.pixel,tempo.de.execu√.√.o..segundos.,slope,acerto_ausencia,erro_detec,erro_n_detec,acerto_pastagem_soja,acerto_soja_sojamilho,acerto_soja_seringa,acerto_floresta_pastagem,"dat_mean[, 6]"
107,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_19613_5,0.22745680809021,-0.000127043861149406,1,0,0,0,0,0,0,2000049
108,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_22467_5,0.234043121337891,0.000672177309311021,1,0,0,0,0,0,0,2000049
109,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_2271_5,0.226890325546265,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
110,bfast_luis_wavelet_java.r,0.116390306122449,dummy,floresta_TAN_Pixel_3x3_23302_5,0.2292320728302,-0.000311883714758002,1,0,0,0,0,0,0,2000049
111,bfast_luis_wavelet_java.r,0.116390306122449,none,soja_milho_TAN_Pixel_3x3_9173_5,0.692198276519775,-0.000567441509125765,0,1,2,0,0,0,0,2006241
112,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_10902_5,1.00316953659058,0.00118151422212747,1,0,0,0,0,0,0,2000049
113,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_14204_5,0.224356174468994,-0.000376232325403982,1,0,0,0,0,0,0,2000049
114,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_1686_5,0.231933355331421,-0.00064449294944896,1,0,0,0,0,0,0,2000049
115,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_17922_5,0.233156204223633,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
116,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_19578_5,0.198940753936768,-0.000271428683723623,1,0,0,0,0,0,0,2000049
117,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_19613_5,0.223447561264038,-0.000127043861149406,1,0,0,0,0,0,0,2000049
118,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_22467_5,0.21358323097229,0.000672177309311021,1,0,0,0,0,0,0,2000049
119,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_2271_5,0.229624032974243,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
120,bfast_luis_wavelet_java.r,0.116390306122449,none,floresta_TAN_Pixel_3x3_23302_5,0.226863861083984,-0.000311883714758002,1,0,0,0,0,0,0,2000049
121,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,soja_milho_TAN_Pixel_3x3_9173_5,0.663910627365112,-0.000567441509125765,0,1,2,0,0,0,0,2006241
122,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_10902_5,0.979546308517456,0.00118151422212747,1,0,0,0,0,0,0,2000049
123,bfast_luis_wavelet_java.r,0.145487882653061,harmonic,floresta_TAN_Pixel_3x3_14204_5,0.148419380187988,-0.000376232325403982,1,0,0,0,0,0,0,2000049
